EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,T
20,46,0,1,0,1,1,0,0,17,0,6.90575,2
21,50,0,0,0,1,0,0,0,17,0,7.6009,3
22,47,0,0,0,1,0,0,0,17,0,7.71869,4
23,50,0,1,0,1,1,0,0,17,0,7.74066,5
24,49,0,1,0,1,1,0,0,17,0,7.6009,6
25,48,0,1,0,1,1,0,0,17,0,7.6811,7
17,49,0,1,0,1,1,0,1,11,1,6.16331,1
18,50,0,1,0,1,1,0,1,11,1,6.30992,2
19,50,0,1,0,1,1,0,1,11,1,6.30445,3
20,50,0,1,0,1,1,0,1,11,1,6.62007,4
21,49,0,1,0,1,1,0,1,11,1,6.47697,5
22,49,0,1,0,1,1,0,1,11,1,6.55108,6
23,49,0,1,0,1,1,0,1,11,1,6.47697,7
22,38,0,0,0,1,1,0,1,17,0,6.90575,1
23,44,0,0,0,1,1,0,1,17,0,6.90575,2
24,42,0,0,0,1,1,0,1,17,0,6.57925,3
25,37,0,0,0,1,1,0,1,17,0,7.04752,4
26,39,0,0,0,1,1,0,1,17,0,7.09008,5
27,36,0,0,0,1,1,0,1,17,0,7.32251,6
28,40,0,0,0,1,1,0,1,17,0,7.31322,7
18,38,0,0,0,0,1,0,0,17,0,6.77422,1
19,39,0,0,0,0,1,0,0,17,0,6.88755,2
20,36,0,0,0,0,1,0,0,17,0,6.90776,3
21,37,0,0,0,0,1,0,0,17,0,6.96508,4
22,39,0,0,0,0,1,0,0,17,0,6.95655,5
23,39,0,0,0,0,1,0,0,17,0,7.19669,6
24,36,0,0,0,0,1,0,0,17,0,7.1309,7
27,48,0,1,1,1,1,0,0,16,0,6.90575,1
28,47,0,1,1,1,1,0,0,16,0,6.90575,2
29,49,0,1,1,1,1,0,0,16,0,7.84385,3
30,48,0,1,1,1,1,0,0,16,0,7.93737,4
31,48,0,1,1,1,1,0,0,16,0,8.10168,5
32,35,0,1,1,1,1,0,0,16,0,7.91936,6
33,25,0,1,1,1,0,0,0,16,0,8.02027,7
3,51,1,0,1,1,1,0,0,12,0,6.13988,1
4,49,0,0,1,1,1,0,0,12,0,6.56667,2
5,50,0,0,1,1,1,0,0,12,0,6.65157,3
6,50,0,0,1,1,1,0,0,12,0,6.83303,4
7,49,0,0,1,1,1,0,0,12,0,6.97167,5
8,48,0,0,1,1,1,0,0,12,0,7.07834,6
9,49,0,0,1,1,1,0,0,12,0,7.19669,7
37,40,1,0,1,1,1,0,1,11,0,6.55108,1
38,38,1,0,1,1,1,0,1,11,0,6.68711,2
39,46,1,0,1,1,1,0,0,11,0,6.75227,3
40,46,1,0,1,1,1,0,1,11,0,6.81344,4
41,46,1,0,1,1,1,0,1,11,0,6.96035,5
42,44,0,0,1,1,1,0,1,11,0,7.02019,6
43,43,1,0,1,1,1,0,1,11,0,7.08171,7
23,49,1,1,0,0,1,0,0,8,0,5.92693,1
24,49,1,1,0,0,1,0,0,8,0,5.99146,2
25,48,1,1,0,0,1,0,1,8,0,6.57368,3
26,51,1,1,0,0,1,0,1,8,0,6.66568,4
27,47,1,1,0,0,1,0,1,8,0,6.69703,5
28,44,1,1,0,0,1,0,1,8,0,6.82002,6
29,50,1,1,0,0,1,0,1,8,0,6.94505,7
5,50,0,0,1,1,1,0,0,14,0,6.43775,1
6,49,0,0,1,1,1,0,0,14,0,6.57368,2
7,49,0,0,1,1,1,0,0,14,0,6.65286,3
8,48,0,0,1,1,1,0,0,14,0,6.82655,4
9,49,0,0,1,1,1,0,0,14,0,6.90776,5
10,48,0,0,1,1,1,0,0,14,0,7.03615,6
11,48,0,0,1,1,1,0,0,14,0,7.04229,7
30,47,0,1,0,1,1,0,0,17,0,6.90575,1
31,48,0,1,0,1,1,0,0,17,0,6.90575,2
32,45,0,1,0,1,1,0,0,17,0,8.16052,3
33,47,0,1,0,1,1,0,0,17,0,8.00637,4
34,47,0,1,0,1,1,0,0,17,0,8.05516,5
35,47,0,1,0,1,1,0,0,17,0,7.94591,6
36,47,0,1,0,1,1,0,0,17,0,7.9831,7
21,49,1,1,0,1,1,0,1,12,1,6.50429,1
22,47,1,1,0,1,1,0,1,12,1,6.55108,2
23,48,1,1,0,1,1,0,1,12,1,6.64509,3
24,49,1,1,0,1,1,0,1,12,1,6.64639,4
25,49,1,1,0,1,1,0,1,12,1,6.90776,5
26,46,1,1,0,1,1,0,1,12,1,7.01392,6
27,49,1,1,0,1,1,0,1,12,1,7.09008,7
7,47,0,0,1,1,1,0,0,12,0,5.76832,1
8,50,0,0,1,1,1,0,0,12,0,5.8999,2
9,50,1,0,1,1,1,0,1,12,0,6.608,3
10,51,1,0,1,1,1,0,1,12,0,6.84588,4
11,49,1,0,1,1,1,0,0,12,0,6.08677,5
12,51,1,0,0,0,1,0,0,12,0,6.30992,6
13,51,1,0,0,0,1,0,0,12,0,6.30992,7
4,50,1,1,0,1,1,0,0,12,0,6.39024,1
5,50,1,1,0,1,1,0,0,12,0,6.49072,2
6,50,1,1,0,1,1,0,0,12,0,6.61874,3
7,50,1,1,0,1,1,0,0,12,0,6.80572,4
8,50,1,1,0,1,1,0,0,12,0,6.90375,5
9,51,1,1,0,1,1,0,0,12,0,6.98101,6
10,50,1,1,0,1,1,0,0,12,0,7.06219,7
16,44,1,1,0,1,1,0,1,12,0,6.34564,1
17,49,1,1,0,1,1,0,1,12,0,6.51471,2
18,46,1,1,0,1,1,0,1,12,0,6.57925,3
19,48,1,1,0,1,1,0,1,12,0,6.63332,4
20,48,1,1,0,1,1,0,1,12,0,6.80239,5
21,48,1,1,0,1,1,0,1,12,0,6.88755,6
22,48,1,1,0,1,1,0,1,12,0,7.0076,7
16,40,0,0,0,0,1,0,1,16,0,6.49072,1
17,36,0,0,0,0,1,0,1,16,0,6.51471,2
18,39,0,0,0,0,1,0,0,16,0,6.55108,3
19,35,0,0,0,0,1,0,1,16,0,6.70808,4
20,38,0,0,0,0,1,0,1,16,0,6.82002,5
21,37,0,0,0,0,1,0,1,16,0,6.4599,6
22,36,0,0,0,0,1,0,1,16,0,6.99118,7
36,48,1,1,0,0,1,0,1,10,0,5.98141,1
37,49,1,1,0,0,1,0,1,10,0,5.98141,2
38,40,1,1,0,0,1,0,1,10,0,6.10925,3
39,48,1,1,0,0,1,0,1,10,0,6.21461,4
40,49,1,1,0,0,1,0,1,10,0,6.25767,5
41,39,1,1,0,0,1,0,1,10,0,6.32436,6
42,48,1,1,0,0,1,0,1,10,0,6.43294,7
28,48,0,1,0,1,1,0,0,12,0,6.90575,1
29,48,0,1,0,1,1,0,0,12,0,6.90575,2
30,49,0,1,0,1,1,0,0,12,0,7.24423,3
31,48,0,1,0,1,1,0,0,12,0,6.95655,4
32,47,0,1,0,1,1,0,0,12,0,7.00307,5
33,46,0,1,0,1,1,0,0,12,0,7.17319,6
34,48,0,1,0,1,1,0,0,12,0,7.1309,7
5,49,0,0,0,1,0,1,0,17,0,5.4161,1
6,52,0,0,0,1,0,1,0,17,0,5.48064,2
7,20,0,0,0,1,0,1,0,17,0,6.21461,3
8,50,0,0,0,1,0,1,0,17,0,6.25383,4
9,49,0,0,0,1,0,1,0,17,0,6.34388,5
10,48,0,0,1,1,0,1,0,17,0,7.17012,6
11,51,0,0,1,1,0,1,0,17,0,7.21671,7
20,52,1,0,1,0,1,0,0,10,0,6.58617,1
21,52,1,0,1,0,1,0,0,10,0,6.66185,2
22,51,1,0,1,0,1,0,0,10,0,6.81344,3
23,51,1,0,1,0,1,0,0,10,0,6.86171,4
24,52,1,0,1,0,1,0,0,10,0,7.06902,5
25,52,1,0,1,0,1,0,0,10,0,7.0775,6
26,51,1,0,1,0,1,0,0,10,0,7.1107,7
15,49,1,1,0,0,1,0,1,12,0,6.12249,1
16,49,1,1,0,0,1,0,1,12,0,6.16542,2
17,49,1,1,0,0,1,0,1,12,0,6.21661,3
18,42,1,1,0,0,1,0,1,12,0,6.56526,4
19,34,1,1,0,0,1,0,1,12,0,6.62007,5
20,47,1,1,0,0,1,0,1,12,0,6.69332,6
21,47,1,0,0,0,1,0,1,12,0,6.80239,7
20,49,0,1,0,1,0,1,0,13,0,6.43775,1
21,47,0,1,0,1,0,1,0,13,0,6.39693,2
22,48,0,1,0,1,0,1,0,13,0,6.4708,3
23,47,0,1,0,1,0,1,0,13,0,6.74524,4
24,48,0,1,0,1,0,1,0,13,0,6.77422,5
25,47,0,1,0,1,0,1,0,13,0,6.7901,6
26,47,1,1,0,1,0,1,0,13,0,6.7901,7
32,48,0,0,0,1,1,0,0,17,0,6.90575,1
33,49,0,0,0,1,1,0,0,17,0,6.90575,2
34,49,0,0,0,1,1,0,0,17,0,5.01728,3
35,50,0,0,0,1,1,0,0,17,0,7.37776,4
36,48,0,0,0,1,1,0,0,17,0,7.46737,5
37,47,0,0,0,1,1,0,0,17,0,7.37776,6
38,49,0,0,0,1,1,0,0,17,0,7.33106,7
12,47,1,0,0,1,1,0,0,12,0,6.62007,1
13,50,1,0,0,1,1,0,0,12,0,6.55108,2
14,51,1,0,0,1,1,0,0,12,0,6.55108,3
15,46,0,0,1,1,1,0,0,12,0,5.87212,4
16,52,0,0,1,1,1,0,0,12,0,6.9256,5
17,51,0,0,1,1,1,0,0,12,0,6.76504,6
18,50,0,0,1,1,1,0,0,12,0,6.68211,7
25,50,1,1,0,1,1,0,0,9,0,6.51471,1
26,42,1,1,0,1,1,0,0,9,0,6.76273,2
27,49,1,1,0,1,1,0,0,9,0,6.93731,3
28,48,1,1,0,1,1,0,0,9,0,6.82979,4
29,38,1,1,0,1,1,0,0,9,0,6.88244,5
30,50,1,1,0,1,1,0,0,9,0,6.98008,6
31,49,1,1,0,1,1,0,0,9,0,7.09008,7
9,49,0,1,1,1,1,0,0,16,0,6.4677,1
10,49,0,1,1,1,1,0,0,16,0,6.62007,2
11,49,0,0,1,1,1,0,0,16,0,6.76849,3
12,47,0,0,1,1,1,0,0,16,0,6.99577,4
13,49,0,0,1,1,1,0,0,16,0,7.13648,5
14,48,0,0,1,1,1,0,0,16,0,7.37776,6
15,48,0,0,1,1,1,0,0,16,0,7.54961,7
2,50,1,0,0,1,1,0,1,14,0,6.29711,1
3,50,1,0,0,1,1,0,1,14,0,6.49224,2
4,50,0,0,0,1,1,0,1,14,0,6.74524,3
5,49,1,0,0,1,1,0,1,14,0,6.88244,4
6,50,1,0,0,1,1,0,1,14,0,6.95655,5
7,49,1,0,0,1,1,0,1,14,0,7.04752,6
8,48,1,0,0,1,1,0,1,14,0,7.1309,7
9,49,0,0,0,1,1,0,1,12,0,6.60259,1
10,49,0,0,0,1,1,0,1,12,0,6.62407,2
11,49,0,0,0,1,1,0,1,12,0,6.71538,3
12,49,0,0,0,1,1,0,1,12,0,6.84268,4
13,47,0,0,0,1,1,0,1,12,0,7.02554,5
14,48,0,0,0,1,1,0,1,12,0,7.2233,6
15,47,0,0,0,1,1,0,1,12,0,7.09008,7
31,46,1,0,0,1,1,0,1,10,0,6.56526,1
32,47,1,0,0,1,1,0,1,10,0,6.65929,2
33,47,1,0,0,1,1,0,1,10,0,6.78784,3
34,47,1,0,0,1,1,0,1,10,0,6.85435,4
35,47,1,0,0,1,1,0,1,10,0,6.96602,5
36,47,1,0,0,1,1,0,1,10,0,7.15383,6
37,47,1,0,0,1,1,0,1,10,0,7.10906,7
9,49,0,0,0,1,0,1,0,16,0,6.52209,1
10,49,0,0,0,1,0,1,0,16,0,6.58617,2
11,47,0,0,0,1,0,1,0,16,0,6.65286,3
12,48,0,0,0,1,0,1,0,16,0,6.65286,4
13,48,0,0,0,1,0,1,0,16,0,6.77765,5
14,47,0,0,0,1,0,1,0,16,0,6.80239,6
15,48,0,0,0,1,0,1,0,16,0,6.93049,7
16,47,0,0,1,1,0,1,0,11,1,6.05678,1
17,50,0,0,1,1,0,1,0,11,1,6.23441,2
18,50,0,0,1,1,0,1,0,11,1,6.39693,3
19,50,0,0,1,1,0,1,0,11,1,6.39859,4
20,50,0,0,1,1,0,1,0,11,1,6.39693,5
21,49,0,0,1,1,0,1,0,11,1,6.39693,6
22,47,0,0,1,1,0,1,0,11,1,6.47697,7
13,50,1,0,0,0,1,0,0,9,0,5.76832,1
14,50,1,0,0,0,1,0,0,9,0,5.85793,2
15,49,1,0,0,0,1,0,0,9,0,6.03787,3
16,50,1,0,0,0,1,0,0,9,0,6.10702,4
17,50,1,0,0,0,1,0,0,9,0,6.17379,5
18,50,1,0,0,0,1,0,0,9,0,6.23245,6
19,49,1,0,0,0,1,0,0,9,0,6.2672,7
20,46,1,0,1,1,0,1,1,11,1,5.68358,1
21,45,1,0,1,1,0,1,1,11,1,5.73334,2
22,41,1,0,1,1,0,1,1,11,1,5.8861,3
23,40,1,0,1,1,0,1,0,11,1,5.94542,4
24,38,1,0,1,1,0,1,1,11,1,6.01372,5
25,42,0,0,1,1,0,1,0,11,1,6.02345,6
26,36,0,0,1,1,0,1,0,11,1,6.10702,7
27,47,0,0,0,0,1,0,0,12,0,6.49224,1
28,48,0,0,0,0,1,0,0,12,0,6.55108,2
29,48,0,0,0,0,1,0,0,12,0,6.60665,3
30,48,0,0,0,0,1,0,0,12,0,6.68461,4
31,47,0,0,0,0,1,0,0,12,0,6.74524,5
32,49,1,0,0,0,1,0,0,12,0,6.80239,6
33,47,0,0,0,0,1,0,0,12,0,6.85646,7
21,50,0,0,1,1,1,0,0,12,0,6.82979,1
22,50,0,0,1,1,1,0,0,12,0,6.90575,2
23,49,0,0,1,1,1,0,0,12,0,6.90776,3
24,50,0,0,1,1,1,0,0,12,0,7.04752,4
25,52,0,0,1,1,1,0,0,12,0,7.20786,5
26,50,0,0,1,1,1,0,0,12,0,6.94986,6
27,50,0,0,1,1,1,0,0,12,0,7.40853,7
3,50,0,1,0,1,1,0,0,15,0,6.49224,1
4,49,0,1,0,0,1,0,0,15,0,6.65929,2
5,52,0,1,0,0,1,0,0,15,0,6.65673,3
6,50,0,0,0,0,1,0,0,15,0,6.80239,4
7,50,0,1,0,0,1,0,0,15,0,7.08171,5
8,50,0,1,0,0,1,0,0,15,0,7.15929,6
9,48,0,1,0,0,1,0,0,15,0,7.2724,7
22,49,1,1,1,1,1,0,0,7,0,6.49224,1
23,48,1,1,1,1,1,0,0,7,0,6.54391,2
24,49,1,1,1,1,1,0,0,7,0,6.50728,3
25,50,1,1,1,1,1,0,0,7,0,6.71538,4
26,49,1,1,1,1,1,0,0,7,0,6.73934,5
27,50,1,1,1,1,1,0,0,7,0,6.89264,6
28,49,1,1,1,1,1,0,0,7,0,6.95177,7
30,52,1,1,1,1,1,0,1,10,0,6.36303,1
31,50,1,1,1,1,1,0,1,10,0,6.40523,2
32,50,1,1,1,1,1,0,1,10,0,6.41346,3
33,50,1,1,1,1,1,0,1,10,0,6.42162,4
34,49,1,1,1,1,1,0,1,10,0,6.43775,5
35,48,1,0,1,1,1,0,1,10,0,6.62007,6
36,48,1,0,1,1,1,0,1,10,0,6.68461,7
26,48,1,1,0,1,1,0,1,11,0,6.37161,1
27,48,1,1,0,1,1,0,1,11,0,6.41673,2
28,48,1,1,0,1,1,0,1,11,0,6.39693,3
29,45,1,1,0,1,1,0,1,11,0,6.55108,4
30,47,1,1,0,1,1,0,1,11,0,6.90776,5
31,48,1,1,0,1,1,0,1,11,0,6.80239,6
32,47,1,1,0,1,1,0,1,11,0,6.90776,7
20,49,1,0,0,1,1,0,1,12,1,6.43775,1
21,49,1,0,0,1,1,0,1,12,1,6.43775,2
22,49,1,0,0,1,1,0,1,12,1,6.33683,3
23,49,1,0,0,1,1,0,1,12,1,6.37673,4
24,50,1,0,0,1,1,0,1,12,1,6.39359,5
25,50,1,0,0,1,1,0,1,12,1,6.71538,6
26,51,1,0,0,1,1,0,1,12,1,6.54391,7
29,43,1,0,0,1,0,0,1,12,1,6.80239,1
30,42,1,0,0,1,1,0,1,12,1,6.90575,2
31,46,1,0,0,1,1,0,1,12,1,6.96602,3
32,45,1,0,0,1,1,0,1,12,1,6.95655,4
33,46,1,0,0,1,1,0,1,12,1,7.09008,5
34,41,1,0,0,1,1,0,1,12,1,7.1309,6
35,43,1,0,0,1,1,0,1,12,1,6.9613,7
27,51,0,0,0,1,1,0,1,12,0,5.78383,1
28,49,0,0,0,1,1,0,1,12,0,6.12249,2
29,50,1,0,0,1,1,0,1,12,0,6.10925,3
30,50,0,0,0,1,1,0,1,12,0,6.10925,4
31,45,1,0,0,1,1,0,1,12,0,6.16331,5
32,50,1,0,0,1,1,0,1,12,0,6.19236,6
33,49,1,0,0,1,1,0,1,12,0,6.49677,7
10,47,1,0,0,1,1,0,1,12,0,6.60665,1
11,52,1,0,0,1,1,0,1,12,0,6.7334,2
12,50,1,0,0,1,1,0,1,12,0,6.79122,3
13,49,0,0,0,1,1,0,1,12,0,6.84588,4
14,51,1,0,0,1,1,0,1,12,0,6.95559,5
15,50,1,0,0,1,1,0,1,12,0,7.12287,6
16,50,1,0,0,1,1,0,1,12,0,7.16549,7
17,49,0,0,1,1,1,0,0,14,0,6.90575,1
18,49,0,0,1,1,1,0,0,14,0,6.90575,2
19,49,0,0,1,1,1,0,0,14,0,7.26193,3
20,49,0,0,1,1,1,0,0,14,0,7.27932,4
21,50,0,0,1,1,1,0,0,14,0,7.39326,5
22,49,0,0,1,1,1,0,0,14,0,7.35947,6
23,49,0,0,1,0,1,0,0,14,0,7.86327,7
6,46,1,1,1,1,1,0,0,17,0,6.56526,1
7,49,1,1,1,1,1,0,0,17,0,6.55108,2
8,52,1,1,1,1,1,0,0,17,0,6.63332,3
9,49,1,1,1,1,1,0,0,17,0,6.61607,4
10,49,1,1,1,1,1,0,0,17,0,6.80461,5
11,50,1,1,1,1,1,0,0,17,0,6.90776,6
12,51,1,1,1,1,1,0,0,17,0,7.18539,7
34,44,0,0,1,1,1,0,0,14,0,6.80239,1
35,45,0,0,1,1,1,0,0,14,0,6.90575,2
36,44,0,0,1,1,1,0,0,14,0,7.09008,3
37,46,0,0,1,1,1,0,0,14,0,7.1309,4
38,45,0,0,1,1,1,0,0,14,0,7.24423,5
39,43,0,0,1,1,1,0,0,14,0,7.31322,6
40,43,0,0,1,1,1,0,0,14,0,7.31322,7
21,39,1,0,1,1,1,0,1,14,0,6.90575,1
22,52,1,0,0,1,1,0,1,14,0,6.90575,2
23,52,1,0,0,1,0,0,1,14,0,7.11151,3
24,48,1,0,0,1,0,0,1,14,0,7.2717,4
25,52,1,0,0,1,0,0,1,14,0,7.33889,5
26,50,1,0,0,1,0,0,1,14,0,7.34601,6
27,50,1,0,0,1,0,0,1,14,0,7.59287,7
30,48,1,0,1,1,1,0,0,11,0,6.74759,1
31,47,1,0,1,1,1,0,0,11,0,6.84268,2
32,46,1,0,1,1,1,0,0,11,0,6.93731,3
33,47,1,0,1,1,1,0,0,11,0,7.03878,4
34,47,1,0,1,1,1,0,0,11,0,7.1309,5
35,47,1,0,1,1,1,0,0,11,0,7.22621,6
36,46,1,0,1,1,1,0,0,11,0,7.32317,7
35,52,1,1,1,1,1,0,1,9,0,6.29527,1
36,51,1,1,1,1,1,0,1,9,0,6.45047,2
37,51,0,1,1,1,1,0,0,9,0,6.39192,3
38,48,0,1,1,1,1,0,0,9,0,6.57786,4
39,48,0,1,1,1,1,0,0,9,0,6.56103,5
40,48,0,1,1,0,1,0,0,9,0,6.59715,6
41,47,0,1,1,0,1,0,0,9,0,6.65673,7
17,48,0,0,1,1,1,0,0,16,0,6.35957,1
18,50,0,0,1,1,1,0,0,16,0,6.39693,2
19,50,0,0,1,1,1,0,0,16,0,6.47697,3
20,49,0,0,1,1,1,0,0,16,0,6.08677,4
21,45,0,0,1,1,1,0,0,16,0,6.65929,5
22,51,0,0,1,1,1,0,0,16,0,6.79122,6
23,25,0,0,1,1,1,0,0,16,0,6.84055,7
15,48,1,1,0,0,1,0,1,12,0,6.44413,1
16,44,1,1,0,0,1,0,1,12,0,6.56808,2
17,48,1,1,0,0,1,0,1,12,0,6.63463,3
18,46,1,1,0,0,1,0,1,12,0,6.7334,4
19,48,1,1,0,0,1,0,1,12,0,6.83411,5
20,48,1,1,0,0,1,0,1,12,0,6.93537,6
21,46,1,1,0,0,1,0,1,12,0,7.01661,7
3,49,1,0,1,0,1,0,0,12,1,6.21461,1
4,50,1,0,1,0,1,0,0,12,1,6.21461,2
5,50,1,0,1,0,1,0,0,12,1,6.41346,3
6,50,1,0,1,0,1,0,0,12,1,6.50728,4
7,50,1,0,1,0,1,0,0,12,1,6.69703,5
8,50,1,0,1,0,1,0,0,12,1,6.69703,6
9,50,1,0,1,0,1,0,0,12,1,6.77422,7
32,48,1,1,0,0,1,0,1,7,0,6.05912,1
33,49,1,1,0,0,1,0,1,7,0,6.11147,2
34,31,1,1,0,0,1,0,1,7,0,6.27288,3
35,48,1,1,0,0,1,0,1,7,0,6.31173,4
36,44,1,1,0,0,1,0,1,7,0,6.41836,5
37,45,1,1,0,0,1,0,1,7,0,6.57925,6
38,50,1,1,0,0,1,0,1,7,0,6.66058,7
10,45,1,1,0,0,1,0,0,12,0,6.05209,1
11,47,1,1,0,0,1,0,0,12,0,6.10925,2
12,48,1,1,0,0,0,0,0,12,0,6.21461,3
13,49,1,1,0,0,0,0,0,12,0,6.30992,4
14,45,1,0,0,0,0,0,0,12,0,6.55108,5
15,50,1,0,0,0,1,0,0,12,0,6.55108,6
16,52,1,0,0,0,1,0,0,12,0,6.62007,7
3,49,0,0,1,1,0,0,0,17,0,6.77992,1
4,51,0,0,1,1,0,0,0,17,0,6.86693,2
5,50,0,0,1,1,0,0,0,17,0,6.8977,3
6,50,0,0,1,1,1,0,0,17,0,6.96885,4
7,50,0,0,1,1,1,0,0,17,0,7.05876,5
8,51,0,0,1,1,1,0,0,17,0,7.1309,6
9,49,0,0,1,1,1,0,0,17,0,6.98472,7
13,49,0,1,0,1,1,0,0,16,0,6.53669,1
14,48,0,1,0,1,1,0,0,16,0,6.65929,2
15,49,0,1,0,1,1,0,0,16,0,6.79122,3
16,46,0,1,0,1,1,0,0,16,0,6.88755,4
17,47,0,1,0,1,1,0,0,16,0,6.98472,5
18,48,0,1,0,1,1,0,0,16,0,7.09008,6
19,47,0,1,0,1,1,0,0,16,0,7.24423,7
31,42,1,1,0,1,1,0,1,6,1,6.38012,1
32,48,1,1,0,1,1,0,1,6,1,6.46147,2
33,48,1,1,0,1,1,0,1,6,1,6.54822,3
34,47,1,1,0,1,1,0,1,6,1,6.6733,4
35,47,1,1,0,1,1,0,1,6,1,6.77194,5
36,39,1,1,0,1,1,0,1,6,1,6.89467,6
37,47,1,1,0,1,1,0,1,6,1,6.95655,7
13,28,1,1,0,1,1,0,1,10,0,6.50877,1
14,50,1,1,0,1,1,0,1,10,0,6.60259,2
15,48,1,1,0,1,1,0,1,10,0,6.69332,3
16,49,1,1,0,1,1,0,1,10,0,6.75344,4
17,46,1,1,0,1,1,0,1,10,0,6.80128,5
18,33,0,0,0,1,1,0,1,10,0,6.95559,6
19,51,1,1,0,1,1,0,1,10,0,7.03351,7
7,49,1,0,0,1,0,0,1,12,0,6.58617,1
8,42,1,0,0,1,0,0,1,12,0,6.68586,2
9,28,1,0,0,1,0,0,0,12,0,6.78559,3
10,38,1,0,0,1,0,0,1,12,0,6.7334,4
11,48,0,1,0,1,0,0,0,12,0,7.6009,5
12,39,1,0,0,1,1,0,0,12,0,7.18311,6
13,44,0,0,0,1,1,0,0,12,0,7.49554,7
16,50,0,0,0,1,1,0,0,16,0,6.90575,1
17,48,0,0,0,1,1,0,0,16,0,6.90575,2
18,51,0,0,0,1,1,0,0,16,0,6.90776,3
19,50,0,0,0,1,1,0,0,16,0,7.1309,4
20,49,0,0,0,1,1,0,0,16,0,7.20786,5
21,52,0,0,0,1,1,0,0,16,0,7.44659,6
22,51,0,0,0,1,1,0,0,16,0,7.46737,7
21,50,1,0,0,1,1,0,1,12,0,6.90575,1
22,50,1,0,0,1,1,0,1,12,0,6.90575,2
23,50,1,0,0,1,1,0,1,12,0,7.16627,3
24,50,1,0,0,1,1,0,1,12,0,7.1309,4
25,50,1,0,0,1,1,0,1,12,0,7.37776,5
26,50,1,0,0,1,1,0,1,12,0,7.40853,6
27,50,1,0,0,1,1,0,1,12,0,7.47591,7
15,50,1,1,0,1,1,0,1,12,0,6.55108,1
16,50,1,1,0,1,1,0,1,12,0,6.68461,2
17,46,1,1,0,1,1,0,1,12,0,6.80239,3
18,41,1,1,0,1,1,0,1,12,0,6.82437,4
19,49,1,1,0,1,1,0,1,12,0,6.93245,5
20,49,1,1,0,1,1,0,1,12,0,7.00307,6
21,49,1,1,0,1,1,0,1,12,0,7.05186,7
5,48,0,0,1,1,1,0,0,16,0,6.90575,1
6,49,0,0,1,1,1,0,0,16,0,6.90575,2
7,49,0,0,1,1,1,0,0,16,0,7.1309,3
8,48,0,0,1,1,1,0,0,16,0,7.24423,4
9,48,0,0,1,1,1,0,0,16,0,7.46737,5
10,47,0,0,1,1,1,0,0,16,0,7.45008,6
11,47,0,0,1,1,1,0,0,16,0,7.64969,7
3,48,1,1,0,0,1,0,1,13,0,6.39693,1
4,43,1,1,0,1,1,0,1,13,0,6.48004,2
5,48,1,1,0,1,1,0,1,13,0,6.54965,3
6,47,1,1,0,1,1,0,1,13,0,6.65415,4
7,44,1,1,0,1,1,0,1,13,0,6.68461,5
8,46,1,1,0,1,1,0,1,13,0,6.82979,6
9,48,1,1,0,1,1,0,1,13,0,6.97541,7
25,52,0,0,0,1,1,0,0,17,0,6.80239,1
26,44,0,0,0,1,1,0,0,17,0,6.90575,2
27,46,0,0,0,1,1,0,0,17,0,7.09506,3
28,46,0,0,0,1,1,0,0,17,0,7.18007,4
29,45,0,0,0,1,1,0,0,17,0,7.27932,5
30,46,0,0,0,1,1,0,0,17,0,7.34601,6
31,47,0,0,0,1,1,0,0,17,0,7.46737,7
4,42,0,0,1,0,0,1,0,16,0,6.12249,1
5,50,0,0,1,0,0,1,0,16,0,6.14847,2
6,37,0,0,1,0,0,1,0,16,0,6.20658,3
7,38,0,0,1,0,0,1,0,16,0,6.30992,4
8,38,0,0,1,0,0,1,0,16,0,6.58341,5
9,42,0,0,1,0,0,1,0,16,0,6.58617,6
10,40,0,0,1,0,0,1,0,16,0,6.62672,7
40,50,1,1,0,1,1,0,1,10,0,6.38856,1
41,50,1,1,0,1,1,0,1,10,0,6.43775,2
42,49,1,1,0,1,1,0,1,10,0,6.47697,3
43,50,1,1,0,1,1,0,1,10,0,6.56386,4
44,52,1,0,0,1,1,0,0,10,0,6.44572,5
45,50,1,0,0,1,1,0,0,10,0,6.88244,6
46,51,1,0,0,1,1,0,0,10,0,6.96602,7
20,22,1,0,0,0,0,1,0,12,0,5.59842,1
21,44,1,0,0,0,0,1,0,12,0,5.70378,2
22,52,1,0,0,0,0,1,0,12,0,5.82895,3
23,52,1,0,0,0,0,1,0,12,0,6.05209,4
24,50,1,0,0,0,0,1,0,12,0,6.10925,5
25,44,1,0,0,0,0,1,0,12,0,6.16331,6
26,48,1,0,0,0,0,1,0,12,0,6.39693,7
5,51,1,1,0,0,1,0,0,16,0,6.02102,1
6,47,1,1,0,0,1,0,0,16,0,6.17379,2
7,46,0,1,0,0,1,0,0,16,0,6.30992,3
8,49,0,1,0,0,1,0,0,16,0,6.57925,4
9,48,1,1,0,0,1,0,0,16,0,6.65673,5
10,48,1,1,0,0,1,0,0,16,0,6.65028,6
11,47,1,1,0,0,1,0,0,16,0,6.9256,7
1,50,0,0,0,1,1,0,0,16,0,6.37161,1
2,49,0,0,0,1,1,0,0,16,0,6.72143,2
3,49,0,0,0,1,1,0,0,16,0,6.75344,3
4,48,0,0,0,1,0,0,0,16,0,7.24423,4
5,43,0,0,0,1,0,0,0,16,0,7.24423,5
6,50,0,0,0,1,0,0,0,16,0,7.1107,6
